,City,Country,Latitude,Longitude,Temperature High,Temperature Low,Feels Like Temp.,Humidity,Cloudiness,Wind Speed
332,Kieta,PG,-6.2167,155.6333,83.68,83.68,90.73,73,90,4.34
333,Kavaratti,IN,10.5669,72.642,82.58,82.58,89.38,77,73,15.39
334,Erzin,TR,36.9559,36.2,79.52,75.0,74.86,56,0,1.14
335,Kaa-Khem,RU,51.6833,94.7333,77.11,77.11,76.3,38,23,3.53
336,Gorom-Gorom,BF,14.4439,-0.2361,83.46,83.46,86.65,60,76,13.27
337,Tombouctou,ML,20.0,-3.0,91.38,91.38,88.47,25,15,9.31
338,Bilokurakyne,UA,49.5341,38.7307,77.77,77.77,78.35,66,35,7.99
339,Riyadh,SA,24.6877,46.7219,93.34,93.34,94.28,36,83,7.76
340,Hamilton,US,39.1834,-84.5333,72.99,64.78,69.78,85,1,0.0
341,Macenta,GN,8.5435,-9.471,68.85,68.85,70.12,100,96,1.99
342,Poum,NC,-20.2333,164.0167,72.05,72.05,72.86,83,26,3.67
343,Marzuq,YE,14.4,46.4667,72.28,72.28,73.02,81,100,3.18
344,Bodaybo,RU,57.8506,114.1933,63.12,63.12,63.73,98,100,3.49
345,Zhob,PK,31.3411,69.4481,81.1,81.1,83.66,63,100,1.01
346,Balyqshy,KZ,47.0667,51.8667,89.6,89.6,88.65,35,0,4.47
347,Ambilobe,MG,-13.2,49.05,69.87,69.87,69.89,71,14,4.18
348,Kulhudhuffushi,MV,6.6221,73.07,82.62,82.62,88.92,75,90,9.89
349,Guerrero Negro,MX,27.9769,-114.0611,71.53,71.53,72.0,77,67,15.26
350,Pitimbu,BR,-7.4706,-34.8086,73.99,73.99,74.95,82,20,9.62
351,Coahuayana Viejo,MX,18.7333,-103.6833,77.94,77.94,79.38,84,66,3.49
352,Grindavik,IS,63.8424,-22.4338,51.75,50.47,50.25,100,90,9.22
353,Angoche,MZ,-16.2325,39.9086,69.17,69.17,69.84,86,17,7.61
354,Mandurah,AU,-32.55,115.7,57.16,53.91,55.09,88,100,19.28
355,Jiblah,YE,13.9216,44.1467,63.9,63.9,63.52,75,93,4.59
356,Barra do Garças,BR,-15.89,-52.2567,58.91,58.91,55.35,18,2,4.34
357,Mufumbwe,ZM,-13.6833,24.8,45.81,45.81,44.55,69,24,3.4
358,Bayeux,BR,-7.125,-34.9322,74.03,74.03,75.56,94,75,5.75
359,Watsa,CD,3.0372,29.5355,63.14,63.14,63.75,98,100,0.58
360,Kutum,SD,14.2,24.6667,72.72,72.72,72.93,69,82,12.03
361,Qui Nhon,VN,13.7667,109.2333,84.61,84.61,89.8,64,100,15.86
362,Skotterud,NO,59.9828,12.1283,59.68,52.2,56.44,94,55,4.34
363,Fort-Shevchenko,KZ,44.5086,50.263,85.17,85.17,86.95,51,0,5.35
364,Tautira,PF,-17.7333,-149.15,80.62,80.62,85.91,82,100,21.7
365,Tezu,IN,27.9167,96.1667,88.57,88.57,101.17,73,56,4.25
366,Rogovatoye,RU,51.23,38.3818,71.91,71.91,72.55,80,57,5.23
367,Mount Isa,AU,-20.7333,139.5,74.97,74.97,72.97,17,83,12.66
368,São José da Coroa Grande,BR,-8.8978,-35.1478,74.8,74.8,75.88,83,57,7.76
369,Ketchikan,US,55.3422,-131.6461,64.87,64.87,64.26,68,20,0.0
370,Am Timan,TD,11.0297,20.2827,72.75,72.75,73.87,88,99,2.24
371,Arrondissement de Bernay,FR,49.1667,0.6667,66.07,56.84,58.71,90,0,4.7
372,Santoña,ES,43.4439,-3.4576,64.08,60.58,61.18,67,0,4.92
373,Talcahuano,CL,-36.7167,-73.1167,47.88,47.88,43.68,100,74,9.22
374,Buala,SB,-8.145,159.5921,84.24,84.24,91.33,71,99,7.85
375,Constitución,CL,-35.3333,-72.4167,52.97,52.97,51.44,74,24,5.61
376,Jiayuguan City,CN,39.8167,98.3,85.14,85.14,82.26,22,79,10.47
377,Sitka,US,57.0531,-135.33,62.49,62.49,61.83,72,40,13.8
378,Reconquista,AR,-29.15,-59.65,42.12,42.12,38.32,54,2,5.95
379,São Miguel do Araguaia,BR,-13.275,-50.1628,72.0,72.0,70.36,31,2,10.42
380,San Jose,US,37.3394,-121.895,72.72,52.72,63.75,68,20,1.99
381,Ferkessédougou,CI,9.6,-5.2,72.55,72.55,73.6,87,91,6.53
382,Zaplavnoye,RU,48.7048,45.0229,89.46,85.55,85.93,33,87,3.18
383,Sørland,NO,67.667,12.6934,49.35,49.35,41.41,83,100,28.23
384,Melivoia,GR,39.75,22.8,76.46,66.58,67.03,85,6,4.52
385,Cobán,GT,15.4833,-90.3667,58.87,58.87,58.84,93,7,2.04
386,Pamekasan,ID,-7.1568,113.4746,86.29,86.29,90.91,58,24,12.77
387,Ueckermünde,DE,53.7379,14.0447,55.06,52.21,51.48,86,10,7.87
388,Sovetsk,RU,55.0839,21.8785,57.58,57.58,56.98,84,27,3.6
389,Tolaga Bay,NZ,-38.3667,178.3,54.41,54.41,53.13,76,26,3.29
390,Cayenne,GF,4.9333,-52.3333,77.09,77.04,78.73,90,0,1.14
391,Bandar-e Anzali,IR,37.4727,49.4622,80.71,80.71,84.43,72,0,2.91
392,Batagay-Alyta,RU,67.8006,130.4114,69.82,69.82,68.58,44,27,18.32
393,Mendota,US,36.7536,-120.3816,93.76,81.75,83.14,24,0,10.0
394,Ipilan,PH,8.8431,117.9033,87.66,87.66,94.42,60,68,13.27
395,Korla,CN,41.7597,86.1469,81.45,81.45,80.26,32,23,8.03
396,Imbituba,BR,-28.24,-48.6703,49.82,48.09,46.71,78,0,7.63
397,Svetlaya,RU,46.5389,138.3297,74.14,74.14,74.82,76,68,5.82
398,Nuuk,GL,64.1835,-51.7216,47.01,45.88,40.53,76,75,16.11
399,Dargaville,NZ,-35.9333,173.8833,58.26,58.26,56.89,66,18,4.41
400,Pimentel,PE,-6.8367,-79.9342,64.0,64.0,64.09,85,6,3.0
401,Byron Bay,AU,-28.65,153.6167,66.31,63.72,62.98,38,53,8.57
402,Pasni,PK,25.2631,63.471,84.04,84.04,96.06,85,100,15.46
403,Road Town,VG,18.4167,-64.6167,82.49,79.0,86.36,73,54,18.34
404,Barra de Tecoanapa,MX,16.5167,-98.75,81.46,81.46,87.3,79,100,2.95
405,Wenling,CN,28.3669,121.36,91.9,91.9,104.5,71,25,11.86
406,Smithers,CA,54.7804,-127.1743,62.92,62.92,61.88,63,75,6.91
407,San Matías,BO,-16.3667,-58.4,57.29,57.29,53.65,20,3,4.5
408,Berlevåg,NO,70.8578,29.0864,44.6,44.6,35.38,77,27,25.9
409,Città di Castello,IT,43.4691,12.2305,66.45,58.64,59.72,83,5,5.03
410,Zhangjiakou,CN,40.81,114.8794,82.58,82.58,84.67,57,47,9.73
411,Gimli,CA,50.6336,-96.9907,69.82,61.21,69.84,73,0,12.66
412,Karratha,AU,-20.7377,116.8463,82.36,82.36,80.74,30,80,7.61
413,Jumla,NP,29.2747,82.1838,64.17,64.17,64.6,92,100,2.44
414,Jiaojiang,CN,28.6803,121.4428,91.99,88.16,104.59,69,28,10.71
415,Ocampo,MX,21.65,-101.5,58.44,58.44,57.42,73,33,7.16
416,Dvinskoy Bereznik,RU,62.8551,42.7072,62.37,62.37,60.8,53,58,4.16
417,Dinājpur,BD,25.6272,88.6386,85.71,85.71,95.22,72,100,5.41
418,Simao,CN,22.7886,100.9748,69.04,69.04,70.16,96,97,2.17
419,San Juan,AR,-31.5375,-68.5364,50.09,50.09,46.11,28,0,6.04
420,Abay,KZ,49.6311,72.8539,71.98,71.98,71.13,48,98,0.72
421,Lüderitz,NA,-26.6481,15.1594,55.33,55.33,54.55,85,93,13.76
422,Flin Flon,CA,54.7682,-101.865,59.86,59.86,58.6,65,0,4.65
423,Mount Gambier,AU,-37.8333,140.7667,51.71,51.71,49.12,54,40,23.02
424,Port-Gentil,GA,-0.7193,8.7815,74.17,74.17,75.2,83,98,8.59
425,Yangshe,CN,31.8899,120.6052,91.0,91.0,103.6,64,99,1.99
426,Oussouye,SN,12.485,-16.5469,79.2,79.2,79.2,87,57,3.74
427,Bathsheba,BB,13.2167,-59.5167,81.21,81.21,86.52,78,40,21.85
428,Mildura,AU,-34.2,142.15,53.56,51.08,52.2,76,75,18.41
429,Dūngarpur,IN,23.8333,73.7167,80.02,80.02,83.75,76,100,15.21
430,Jinchang,CN,38.4953,102.1739,90.9,90.9,87.31,21,3,10.96
431,Horki,BY,54.2861,30.9842,62.58,61.97,61.92,72,52,4.47
432,Kwinana,AU,-32.25,115.7667,57.54,55.54,55.74,90,100,16.49
433,Raudeberg,NO,61.9875,5.1352,53.87,51.58,51.04,82,100,13.38
434,Bandar-e Lengeh,IR,26.5579,54.8807,95.11,95.11,107.71,75,75,9.22
435,Arrondissement de Bergerac,FR,44.8333,0.5,70.88,60.62,66.67,77,0,3.44
436,Fruitville,US,27.3298,-82.4576,82.94,74.1,79.32,69,1,1.01
437,Yako,BF,12.9667,-2.2667,79.41,79.41,79.41,68,73,11.95
438,Kokstad,ZA,-30.5472,29.4241,41.29,41.29,38.39,30,0,4.47
439,Labuhan,ID,-6.8844,112.2051,87.66,87.66,91.94,54,10,11.77
440,San Blas,MX,21.5167,-105.2667,79.66,79.66,79.66,89,100,3.11
441,Luwuk,ID,-0.9516,122.7875,84.22,84.22,92.34,74,31,7.27
442,Charters Towers,AU,-20.1,146.2667,75.79,75.79,74.21,24,7,8.66
443,Hualmay,PE,-11.0964,-77.6139,62.82,62.82,62.65,82,18,8.57
444,Hay River,CA,60.8156,-115.7999,62.58,62.56,62.4,82,75,2.3
445,Øksfjord,NO,70.2396,22.3479,46.47,43.72,39.06,88,100,17.96
446,Wattegama,LK,6.7989,81.4808,86.92,86.92,89.29,50,63,5.12
447,Grand Forks,US,47.9417,-97.4337,71.78,65.59,71.42,87,40,13.8
448,Dudinka,RU,69.4058,86.1778,57.4,57.4,55.15,49,90,8.55
449,Conceição do Araguaia,BR,-8.2578,-49.2647,75.33,75.33,74.91,50,0,1.14
450,Shiyan,CN,32.6475,110.7781,83.57,83.57,91.13,75,98,4.61
451,Bosaso,SO,11.2842,49.1816,89.06,89.06,89.64,41,33,27.49
452,Biking,PH,9.5938,123.843,85.06,85.06,94.03,73,100,14.65
453,Buraidah,SA,26.326,43.975,88.25,88.25,84.45,12,8,7.09
454,Lamar,US,33.6668,-95.5836,74.52,71.64,73.99,93,40,5.75
455,Cururupu,BR,-1.8283,-44.8683,73.72,73.72,75.25,95,3,3.06
456,Khovd,MN,48.0056,91.6419,72.97,72.97,71.56,34,46,5.17
457,Pozo Colorado,PY,-23.4923,-58.7972,45.61,45.61,43.12,40,100,4.9
458,Mayumba,GA,-3.432,10.6554,69.89,69.89,70.86,91,13,2.89
459,Vung Tau,VN,10.346,107.0843,84.67,84.67,93.43,74,100,12.71
460,Tawang Town,IN,27.5833,91.8667,65.44,65.44,65.53,82,99,3.89
461,Iraray,PH,8.9936,118.0511,88.12,88.12,94.06,57,74,7.52
462,Cuajinicuilapa,MX,16.4667,-98.4167,78.03,78.03,79.52,85,87,1.1
463,Porto-Novo,BJ,6.4965,2.6036,78.62,78.62,80.19,85,67,8.48
464,Hastings,GB,50.8552,0.5729,65.32,57.79,61.3,99,7,5.39
465,Jardim,BR,-21.4803,-56.1381,44.82,44.82,44.82,41,28,2.53
466,San Jerónimo,PE,-11.9472,-75.2829,47.14,47.14,46.38,78,83,3.06
467,Zhigansk,RU,66.7697,123.3711,68.05,68.05,67.33,59,67,5.97
468,Santa Marta,CO,11.2408,-74.199,77.34,77.34,78.53,80,3,13.67
469,Zaysan,KZ,47.4667,84.8667,88.12,88.12,84.49,18,0,6.62
470,Shellbrook,CA,53.2168,-106.4011,60.03,60.03,58.73,64,25,7.74
471,Kurumkan,RU,54.3,110.3,69.75,69.75,69.71,70,62,6.93
472,High Level,CA,58.5169,-117.136,64.51,64.51,64.51,82,75,3.44
473,Samaná,DO,19.2056,-69.3369,79.18,79.18,79.18,88,37,7.29
474,Berwick,US,41.0545,-76.2333,70.38,64.51,67.64,86,2,0.87
475,Luba,GQ,3.4568,8.5547,76.89,76.89,78.33,86,97,12.26
476,Whitehorse,CA,60.7161,-135.0538,59.77,59.77,59.31,82,75,3.44
477,Bonavista,CA,48.6499,-53.1147,60.8,57.11,60.53,84,100,11.86
478,Fernie,CA,49.5,-115.0687,74.37,66.29,70.03,53,100,5.5
479,Obo,CF,5.3998,26.4869,65.39,65.39,65.91,91,100,3.38
480,Lewistown,US,40.5992,-77.5714,72.1,63.79,68.22,100,75,0.0
481,Cleethorpes,GB,53.5605,-0.0323,60.96,57.45,59.2,94,20,5.75
482,Bocas del Toro,PA,9.3333,-82.25,79.65,79.65,79.65,83,38,7.36
483,Tricase,IT,39.9304,18.3553,70.32,68.32,70.66,82,5,7.61
484,Vardø,NO,70.3705,31.1107,48.4,48.4,41.47,70,58,20.18
485,Manavālakurichi,IN,8.1333,77.3,86.09,86.09,96.64,73,100,17.29
486,Bonga,ET,7.2833,36.2333,59.97,59.97,60.31,99,100,1.16
487,Dhubri,IN,26.0333,89.9667,86.07,86.07,97.54,75,100,5.91
488,Aden,YE,12.7794,45.0367,84.2,84.2,93.38,77,99,6.67
489,Bundaberg,AU,-24.85,152.35,70.09,70.09,68.2,30,0,11.5
490,Rio Grande,BR,-32.035,-52.0986,36.95,36.95,29.79,87,0,10.16
491,Giohar,SO,2.7809,45.5005,75.29,75.29,76.14,77,100,16.51
492,Iquitos,PE,-3.7481,-73.2472,73.44,73.44,74.89,94,90,5.75
493,Nanortalik,GL,60.1432,-45.2371,42.51,42.51,36.84,90,39,9.78
494,Vestmannaeyjar,IS,63.4427,-20.2734,51.82,51.82,51.06,93,100,14.23
495,San Miguel de Cozumel,MX,20.5083,-86.9458,80.58,80.11,84.9,83,0,8.81
496,Iqaluit,CA,63.7506,-68.5145,46.13,46.13,44.87,76,90,3.44
497,Kisangani,CD,0.5167,25.2,70.59,70.59,70.79,73,100,1.88
498,Braives,BE,50.6172,5.1351,58.87,51.44,55.53,98,17,4.07
499,Te Anau,NZ,-45.4167,167.7167,47.61,47.61,45.63,81,100,4.65
500,Faanui,PF,-16.4833,-151.75,78.67,78.67,79.81,76,84,22.95
501,Boende,CD,-0.2167,20.8667,70.54,70.54,70.95,78,41,2.42
502,Río Gallegos,AR,-51.6226,-69.2181,39.25,39.25,29.61,75,40,19.57
503,Hofn,IS,64.2539,-15.2082,51.64,51.64,50.54,86,20,3.96
504,Bauchi,NG,10.5,10.0,71.6,71.6,72.55,87,87,2.8
505,Krasnosel'kup,RU,65.7,82.4667,60.93,60.93,59.07,50,18,6.08
506,Lazarev,RU,52.225,141.5131,60.44,60.44,59.94,80,25,7.4
507,Wanlaweyn,SO,2.6185,44.8938,74.48,74.48,75.34,79,78,14.72
508,Bambous Virieux,MU,-20.3428,57.7575,73.22,71.85,71.56,60,40,16.11
509,Chik,RU,54.9928,82.4311,72.18,71.35,71.01,60,0,2.24
510,Port Hardy,CA,50.6996,-127.4199,59.18,53.6,58.42,77,40,4.61
511,Morehead,US,37.2711,-87.1764,74.91,69.94,72.99,85,1,3.44
512,Vao,NC,-22.6667,167.4833,70.43,70.43,70.93,80,70,11.86
513,Half Moon Bay,US,37.4636,-122.4286,71.74,52.75,58.71,82,1,4.61
514,Pauini,BR,-7.7136,-66.9764,68.04,68.04,67.93,72,2,2.93
515,Bakchar,RU,57.0186,82.0711,69.6,69.6,69.08,60,0,3.47
516,Nha Trang,VN,12.25,109.1833,93.2,93.2,105.8,58,96,4.5
517,Bucerías,MX,20.75,-105.3333,75.97,75.97,77.74,95,95,1.7
518,Dingle,PH,10.9995,122.6711,87.42,87.42,96.19,65,100,13.85
519,Vanimo,PG,-2.6741,141.3028,82.44,82.44,89.04,77,99,1.74
520,Saint-Joseph,RE,-21.3667,55.6167,70.18,62.1,68.11,75,42,16.71
521,Luwero,UG,0.8492,32.4731,65.57,65.57,64.92,66,99,0.83
522,Benghazi,LY,32.1167,20.0667,77.88,77.88,78.57,68,1,1.45
523,Nome,US,64.5011,-165.4064,59.16,59.07,58.53,82,90,4.61
524,Egvekinot,RU,66.3167,-179.1667,37.13,37.13,30.36,84,100,9.4
525,Sarangani,PH,5.4033,125.4636,84.58,84.58,92.46,72,82,13.71
526,Port Blair,IN,11.6667,92.75,82.22,82.22,90.43,84,100,18.54
527,Sept-Îles,CA,50.2001,-66.3821,64.06,63.03,64.44,91,75,5.75
528,Port Augusta,AU,-32.5,137.7667,57.7,57.34,55.94,59,72,23.71
529,Taoudenni,ML,22.6783,-3.9836,99.57,99.57,94.91,13,95,0.63
530,Touros,BR,-5.1989,-35.4608,72.5,72.5,73.26,81,16,14.27
531,Plettenberg Bay,ZA,-34.0527,23.3716,55.38,55.38,54.66,86,100,5.12
532,Chazuta,PE,-6.5742,-76.1367,68.86,68.86,70.11,99,94,2.66
533,Dawson Creek,CA,55.7666,-120.2362,62.56,60.15,59.83,77,1,3.44
534,Mossamedes,AO,-15.1961,12.1522,66.29,66.29,66.85,90,2,9.42
535,Socorro,US,31.6546,-106.3033,79.88,77.99,78.91,61,75,6.91
536,Erenhot,CN,43.6475,111.9767,91.42,91.42,89.37,29,4,9.22
537,Doha,QA,25.2867,51.5333,94.98,94.89,107.58,63,0,3.44
538,Sudak,UA,44.85,34.9667,82.81,82.81,84.79,56,0,3.47
539,Gua Musang,MY,4.8823,101.9644,90.7,90.7,94.98,48,55,3.11
540,Taraz,KZ,42.9,71.3667,90.01,90.01,86.09,17,6,2.24
541,Rio Claro,BR,-22.4114,-47.5614,40.8,40.8,40.8,42,100,1.79
542,Hays,US,30.0502,-98.0336,74.95,70.63,73.87,93,50,2.86
543,Olinda,BR,-8.0089,-34.8553,74.93,74.93,75.56,73,75,8.05
544,Dicabisagan,PH,17.0818,122.4157,87.53,87.53,97.41,67,100,4.29
545,Ambon City,ID,-3.6954,128.1814,85.23,85.23,82.06,10,53,11.63
546,Pokhara,NP,28.2333,83.9833,73.31,73.31,74.8,95,100,0.67
547,Umeå,SE,63.8284,20.2597,56.91,55.33,53.91,71,0,10.36
548,Farnes,NO,61.3167,7.8,50.88,50.88,50.14,95,72,3.11
549,Panabá,MX,21.2833,-88.2667,76.82,76.82,78.3,87,3,6.44
550,Myronivka,UA,49.6601,30.9823,68.05,68.05,68.79,90,70,4.59
551,Aktash,RU,50.3,87.7333,62.29,62.29,60.15,41,4,0.87
552,Mwinilunga,ZM,-11.7358,24.4293,48.42,48.42,47.32,66,6,3.65
553,Kroya,ID,-7.6331,109.2461,84.97,84.97,92.26,69,34,4.05
554,Duku,NG,11.2361,4.9073,72.27,72.27,73.65,95,48,5.68
555,Cheremisinovo,RU,51.8855,37.2646,68.11,68.11,68.52,83,88,4.27
556,Natchitoches,US,31.7668,-93.1335,76.05,72.28,76.78,94,40,0.0
557,Great Yarmouth,GB,52.6083,1.7305,62.94,53.26,56.68,90,51,8.08
558,Umluj,SA,25.0213,37.2685,86.22,86.22,96.51,72,25,4.32
559,Akdepe,TM,42.0551,59.3788,100.49,96.8,96.39,15,25,5.99
560,Katangli,RU,51.7102,143.2326,63.43,63.43,62.62,67,8,9.06
561,Zverinogolovskoye,RU,54.4586,64.8542,69.22,69.22,69.37,75,0,1.3
562,Falmouth,GB,50.1544,-5.0711,63.86,56.79,59.63,89,8,5.75
563,Chapada dos Guimarães,BR,-15.4606,-55.7497,55.06,55.06,51.21,20,0,1.72
564,Pereira Barreto,BR,-20.6383,-51.1092,47.1,47.1,44.28,35,0,5.91
565,Doka,SD,13.5167,35.7667,72.1,72.1,73.06,86,100,12.19
566,Maceió,BR,-9.6658,-35.7353,72.84,72.84,74.53,100,75,3.44
567,Aswān,EG,24.0934,32.907,90.7,90.7,86.9,19,0,6.91
568,Dali,CN,25.7,100.1833,78.06,78.06,77.97,51,3,2.42
569,Shache,CN,38.4167,77.2406,73.35,73.35,72.73,50,100,3.8
570,Fort Saint James,CA,54.4333,-124.25,61.57,61.57,60.85,73,65,3.89
571,Ulladulla,AU,-35.35,150.4667,58.08,56.3,54.88,54,93,12.59
572,Tsimmerbude,RU,54.675,20.1347,62.65,62.65,62.47,82,1,4.09
573,Saint-Louis,SN,16.3333,-15.0,77.58,77.58,78.46,73,55,12.39
574,Okha,RU,53.5739,142.9478,63.34,63.34,62.33,63,6,8.52
575,Lagoa,PT,39.05,-27.9833,69.13,69.13,69.93,89,99,28.68
576,Kenai,US,60.5544,-151.2583,66.02,55.45,56.89,87,20,16.11
577,Altus,US,34.6381,-99.334,76.51,71.46,74.17,80,1,5.75
578,Vuktyl,RU,63.8567,57.3094,62.76,62.76,62.31,76,94,9.06
579,Waipawa,NZ,-41.4122,175.5153,52.43,48.31,47.64,76,13,4.9
580,Rehoboth,NA,-23.3167,17.0833,49.44,49.44,47.79,42,1,4.63
581,Birr,IE,53.0914,-7.9133,60.22,56.03,58.93,94,2,2.53
582,Mitrofanovka,RU,49.9708,39.6939,76.86,76.86,77.25,64,34,5.5
583,Khuzhir,RU,53.1939,107.3397,57.49,57.49,56.61,78,26,7.27
584,Prince Rupert,CA,54.3161,-130.3201,62.29,56.89,57.52,85,1,3.44
585,Kerman,IR,30.2832,57.0788,82.26,82.26,80.04,20,40,11.5
586,Sorong,ID,-0.8833,131.25,83.61,83.61,90.25,72,70,3.42
587,Christchurch,NZ,-43.5333,172.6333,49.91,46.47,47.93,79,90,4.0
588,Rutana Province,BI,-3.8667,30.1,56.93,56.93,54.95,56,82,3.04
589,Rudnaya Pristan',RU,44.3614,135.8116,76.08,76.08,77.11,79,35,5.12
590,Nchelenge,ZM,-9.3451,28.734,57.24,57.24,55.29,56,2,4.09
591,Salalah,OM,17.0151,54.0924,78.89,78.89,78.89,94,90,8.05
592,Makakilo City,US,21.3469,-158.0858,82.72,75.29,79.99,66,40,10.36
593,Lafayette,US,30.2335,-92.0668,75.94,74.03,76.46,96,1,0.0
594,Novodolinskiy,KZ,49.705,72.7047,72.18,72.18,71.44,50,98,2.1
595,Middelburg,ZA,-25.7751,29.4648,39.56,39.56,39.56,30,0,1.05
596,Nālūt,LY,30.3333,10.85,76.14,76.14,75.76,49,0,15.26
597,Yerofey Pavlovich,RU,53.9667,121.9667,72.0,72.0,71.94,65,98,4.63
598,Matamoros,MX,25.5333,-103.25,86.11,83.1,83.01,44,40,11.5
599,Ankang,CN,32.68,109.0172,84.4,84.4,90.66,68,100,1.39
600,Rawson,AR,-43.3002,-65.1023,54.48,54.48,51.57,41,99,9.57
601,Nara,JP,34.6851,135.8049,95.92,83.48,95.7,42,11,6.4
602,Manta,EC,-0.95,-80.7333,73.18,73.18,74.34,88,90,9.22
603,Candoni,PH,9.817,122.6043,82.71,82.71,89.4,76,100,15.28
604,Bilma,NE,18.6853,12.9164,87.26,87.26,86.27,37,5,10.87
605,Eydhafushi,MV,5.1033,73.0708,82.89,82.89,89.24,74,97,7.85
606,Hervey Bay,AU,-25.2986,152.8535,70.02,69.91,68.56,39,0,5.01
607,Zeya,RU,53.75,127.2667,75.09,75.09,76.44,88,96,2.37
608,Çan,TR,40.0333,27.0524,68.68,68.65,68.92,78,0,2.71
609,Molepolole,BW,-24.4066,25.4951,30.34,30.34,30.34,68,0,2.59
610,Griffin,US,33.2468,-84.2641,73.35,69.24,72.84,95,90,0.0
611,Oriximiná,BR,-1.7656,-55.8661,75.29,75.29,76.23,79,18,4.05
612,Palana,RU,59.1167,159.9667,54.36,54.36,53.38,83,91,5.77
613,Biak,ID,-0.9131,122.8766,81.66,81.66,86.63,74,38,8.52
614,Bay Roberts,CA,47.5999,-53.2648,64.51,60.66,63.05,77,100,1.99
615,Leshukonskoye,RU,64.8989,45.7622,58.96,58.96,57.47,62,20,6.53
616,Tyubuk,RU,56.0552,60.9405,72.46,72.46,72.05,56,8,2.46
617,Acapulco de Juárez,MX,16.8634,-99.8901,81.12,81.12,86.5,79,20,3.27
618,Dubai,AE,25.2582,55.3047,98.22,94.93,107.64,59,0,3.44
619,Bud,US,39.447,-86.1758,71.98,64.74,68.83,86,0,5.64
620,Goldsboro,US,35.3849,-77.9928,71.94,69.21,70.59,69,90,5.75
621,Ishigaki,JP,24.3448,124.1572,82.53,82.53,92.82,89,75,13.8
622,Kiryat Gat,IL,31.61,34.7642,79.92,76.78,79.52,100,7,3.51
623,Oranjemund,NA,-28.55,16.4333,55.22,55.22,54.91,95,100,12.01
624,Tambilil,PH,5.9622,124.6697,87.35,87.35,95.56,64,60,6.98
625,Neiafu,TO,-18.65,-173.9833,79.48,79.48,79.48,78,40,9.22
626,Guarda,PT,40.5373,-7.2658,52.23,52.23,51.44,91,87,3.49
627,St. George's,GD,12.0564,-61.7485,80.28,80.28,85.28,83,20,13.8
628,Verkhniy Baskunchak,RU,48.2256,46.7217,90.63,90.63,88.43,29,5,3.36
629,Kodinsk,RU,58.6881,99.1844,73.31,73.31,73.11,59,93,4.81
630,Gizo Government Station,SB,-8.103,156.8419,83.16,83.16,88.7,70,100,9.37
631,Praia da Vitória,PT,38.7333,-27.0667,70.05,69.76,70.66,83,40,18.34
632,Sofiyivka,UA,48.0493,33.8746,73.56,73.24,73.6,71,17,8.05
633,Cedartown,US,34.0537,-85.255,74.03,70.29,73.36,98,100,1.61
634,Bani Walid,LY,31.7566,13.9942,69.28,69.28,69.57,78,0,4.56
635,Samarai,PG,-10.6167,150.6667,80.62,80.62,83.97,70,100,11.9
636,Lata,PT,40.1629,-8.3327,62.92,60.82,60.73,86,100,4.81
637,Opuwo,NA,-18.0607,13.84,55.54,55.54,52.72,41,0,3.6
638,Namtsy,RU,62.7161,129.6658,77.11,77.11,76.77,48,100,5.95
639,Pinotepa Nacional,MX,16.3167,-98.0167,76.26,76.26,77.54,84,57,2.28
640,Paranhos,BR,-23.8928,-55.4311,42.3,42.3,40.39,62,100,3.56
641,Tegul'det,RU,57.3064,88.1667,71.87,71.87,71.11,50,17,2.62
642,Roald,NO,62.5833,6.1333,58.15,52.72,53.35,87,75,5.75
643,Bjørnevatn,NO,69.6672,29.9847,47.82,46.74,43.3,81,40,6.91
644,Correntina,BR,-13.3433,-44.6367,67.17,67.17,65.52,41,4,3.47
645,Vidalia,US,32.2177,-82.4135,74.55,71.65,74.86,94,1,3.44
646,Tuy Hoa,VN,13.0833,109.3,88.77,88.77,93.18,52,95,16.53
647,Cairns,AU,-16.9167,145.7667,83.07,78.75,84.18,74,96,9.22
648,Vila Velha,BR,-20.3297,-40.2925,69.75,69.75,69.85,73,90,14.97
649,Loksa,EE,59.5764,25.7214,62.92,62.42,61.7,63,96,12.55
650,Houma,US,29.5958,-90.7195,80.01,75.99,78.71,95,100,5.06
651,Salé,MA,34.0389,-6.8166,68.76,65.64,68.59,77,90,3.44
652,Rantepao,ID,-2.9701,119.8978,82.51,82.51,84.38,56,29,5.26
653,Cachoeira do Sul,BR,-30.0392,-52.8939,39.38,39.38,37.04,95,0,3.56
654,Slobozia,MD,46.7281,29.7078,72.48,72.48,72.72,70,34,10.25
655,Bafatá,GW,12.1667,-14.75,73.69,73.69,75.31,97,67,3.13
656,Itarema,BR,-2.9248,-39.9167,77.54,77.54,79.09,87,29,12.37
657,Baie-Comeau,CA,49.2168,-68.1489,68.09,58.48,62.89,100,75,3.44
658,Gao,ML,16.6362,1.637,86.02,86.02,85.26,39,100,14.0
659,Sakaiminato,JP,35.55,133.2333,89.53,85.98,96.82,74,20,13.8
660,Rūdsar,IR,37.1376,50.288,85.98,80.65,91.42,61,0,5.59
661,Serik,TR,36.9169,31.0989,73.65,73.65,72.46,37,0,1.41
662,Notsé,TG,6.95,1.1667,71.51,71.51,72.68,92,83,5.73
663,Partāpur,IN,23.6,74.1667,81.63,81.63,87.21,77,100,13.44
664,Māngrol,IN,21.1167,70.1167,84.61,84.61,94.48,77,99,22.95
